id_card,name,credit_score,overdue_count_12m,credit_query_count_3m,multi_head_loan_count,multi_head_loan_total_amount,device_is_virtual,ip_is_proxy,device_change_count_30d,invalid_field
510106199408120428,模拟用户428,737,3,8,5,488783,0,0,3,
510106198712160429,模拟用户429,840,1,6,4,48825,0,0,1,
510106199608280430,模拟用户430,486,3,8,2,430795,0,0,3,
510106199401210431,模拟用户431,405,3,4,0,197277,0,1,3,
510106197711140432,模拟用户432,409,0,5,1,481864,0,0,4,
510106197603120433,模拟用户433,404,2,7,3,60107,0,0,2,
510106199312260434,模拟用户434,538,3,8,4,252356,0,0,3,
510106197204140435,模拟用户435,636,1,6,0,338493,0,0,3,
510106198409140436,模拟用户436,662,1,1,7,490391,0,0,1,
510106197601120437,模拟用户437,475,3,8,1,361938,0,0,3,garbage
510106198904090438,模拟用户438,896,2,7,1,165486,0,0,2,
510106199106210439,模拟用户439,514,3,3,1,367510,0,0,2,garbage
510106197108080440,模拟用户440,308,2,7,5,184544,0,0,3,
510106198001080441,模拟用户441,648,3,8,5,411811,0,0,2,
510106199002180442,模拟用户442,327,0,5,3,249301,0,0,2,
510106200006110443,模拟用户443,821,3,4,2,149457,0,0,3,
510106199401280444,模拟用户444,437,0,5,3,225825,0,0,2,
510106197711220445,模拟用户445,364,3,4,4,438863,0,0,4,
510106199309170446,模拟用户446,398,1,6,6,407022,0,0,1,
510106198109140447,模拟用户447,841,3,4,6,52243,0,0,4,garbage
510106200106220448,模拟用户448,686,3,3,7,203990,0,0,2,
510106199704010449,模拟用户449,429,0,0,6,191375,0,0,4,
510106197908180450,模拟用户450,352,0,0,6,429385,0,0,2,
510106200202010451,模拟用户451,477,2,7,5,349337,0,0,2,
510106200209130452,模拟用户452,744,1,6,0,420547,0,0,1,
510106199901130453,模拟用户453,776,3,8,2,187805,0,0,3,
510106199506070454,模拟用户454,644,2,2,4,155049,0,0,1,
510106197106070455,模拟用户455,443,3,8,6,255564,0,0,1,
510106199510180456,模拟用户456,596,1,6,6,281695,0,0,1,
510106198402100457,模拟用户457,629,1,1,5,141154,0,0,2,
510106198003270458,模拟用户458,749,0,5,1,14274,0,0,2,
510106197509060459,模拟用户459,403,1,1,1,486527,0,0,3,
510106197807090460,模拟用户460,522,2,2,6,50411,0,0,2,
510106198108080461,模拟用户461,438,1,1,5,74804,0,0,3,
510106199704150462,模拟用户462,393,0,5,5,9967,0,0,4,
510106197611200463,模拟用户463,680,0,0,2,455755,0,0,2,
510106198504060464,模拟用户464,850,0,5,7,396562,0,0,1,
510106199110030465,模拟用户465,877,1,6,4,457420,0,0,1,
510106198311180466,模拟用户466,844,1,6,4,122013,0,0,2,
510106198107120467,模拟用户467,563,3,8,1,9852,0,0,4,
510106198209130468,模拟用户468,860,1,1,3,263456,0,0,3,
510106198807140469,模拟用户469,762,1,1,7,331763,0,0,2,
510106197707210470,模拟用户470,886,3,8,2,12213,0,0,2,
510106200103120471,模拟用户471,857,0,5,3,179000,0,0,1,
510106198706180472,模拟用户472,475,2,7,5,27328,0,0,2,
510106198806050473,模拟用户473,660,3,3,5,303113,0,0,3,
510106200108090474,模拟用户474,432,0,5,5,243768,0,0,1,
510106197212100475,模拟用户475,831,0,0,6,69672,0,0,3,
510106200406150476,模拟用户476,312,1,1,3,350002,0,0,1,garbage
510106200207120477,模拟用户477,692,3,4,0,238188,0,0,1,
510106199905260478,模拟用户478,821,1,1,7,108541,0,0,4,garbage
510106199304050479,模拟用户479,528,3,8,3,155915,0,0,1,garbage
510106197312120480,模拟用户480,388,3,8,2,406879,0,0,1,
510106198912240481,模拟用户481,782,1,1,3,381448,0,0,2,
510106200109040482,模拟用户482,644,2,2,2,394411,1,1,3,
510106200304020483,模拟用户483,582,3,8,7,63190,0,0,4,
510106198402040484,模拟用户484,620,3,4,4,294768,0,0,4,
510106197507100485,模拟用户485,493,0,0,4,205463,0,0,3,
510106198103130486,模拟用户486,884,3,3,3,186944,0,0,1,
510106198708210487,模拟用户487,881,0,0,6,451636,0,0,4,
510106198401030488,模拟用户488,565,2,2,4,348412,0,0,3,
510106199508040489,模拟用户489,762,1,1,3,340068,0,0,1,
510106199907100490,模拟用户490,391,2,7,5,192828,0,0,3,
510106198302230491,模拟用户491,827,3,8,2,275000,0,0,2,
510106197406130492,模拟用户492,329,3,8,0,490783,0,0,1,garbage
510106198308070493,模拟用户493,568,2,2,0,322338,0,0,4,garbage
510106199404020494,模拟用户494,462,1,6,2,176637,0,0,3,
510106197501270495,模拟用户495,417,3,4,4,27213,0,1,2,
510106199409280496,模拟用户496,767,3,8,4,189977,0,0,3,
510106197103050497,模拟用户497,608,0,0,2,5829,0,0,1,
510106197401080498,模拟用户498,421,1,1,1,449049,0,0,4,
510106198108040499,模拟用户499,572,3,3,7,445420,0,0,3,
510106199211100500,模拟用户500,388,3,8,4,389913,0,0,2,
510106197206140501,模拟用户501,539,3,3,5,52726,0,0,3,
510106198510100502,模拟用户502,638,3,3,3,80857,0,1,1,
510106198109010503,模拟用户503,560,2,7,3,248018,0,0,2,
510106197404080504,模拟用户504,408,3,8,2,494117,0,0,1,
510106198101250505,模拟用户505,626,1,6,4,131832,0,0,2,
510106198912250506,模拟用户506,345,3,8,7,261674,0,0,1,
510106198105170507,模拟用户507,741,3,4,4,406529,0,1,3,
510106199706120508,模拟用户508,464,3,4,0,22694,0,0,1,garbage
510106198902140509,模拟用户509,605,1,1,5,455753,1,1,3,
510106197109050510,模拟用户510,440,3,3,3,412106,0,0,1,
510106198910010511,模拟用户511,730,3,8,2,233913,0,0,2,
510106200406050512,模拟用户512,359,3,8,0,243950,0,0,1,
510106197401170513,模拟用户513,457,3,3,5,267311,0,0,1,garbage
510106198312100514,模拟用户514,748,1,6,0,295583,0,0,3,
510106198905180515,模拟用户515,444,2,2,2,201123,0,0,4,
510106199311110516,模拟用户516,356,0,5,7,213968,0,0,3,
510106200309180517,模拟用户517,546,3,8,2,205591,0,0,1,garbage
510106199809070518,模拟用户518,503,3,8,6,357851,0,0,1,
510106200008150519,模拟用户519,311,1,6,6,200940,0,0,1,
510106199212060520,模拟用户520,772,3,8,1,208851,0,0,3,
510106198907130521,模拟用户521,785,0,0,2,427562,0,0,1,
510106198502100522,模拟用户522,635,1,1,1,282488,0,0,1,
510106197702210523,模拟用户523,869,1,1,1,477632,0,0,2,
510106197007080524,模拟用户524,896,1,1,7,90570,0,0,4,
510106199806050525,模拟用户525,636,1,1,3,383170,0,0,1,
510106199102010526,模拟用户526,872,0,0,2,253105,0,0,2,
510106199511100527,模拟用户527,690,1,6,4,363114,0,0,2,
510106199902180528,模拟用户528,322,1,6,4,129789,0,0,4,garbage
510106198610080529,模拟用户529,482,1,6,0,183206,0,0,4,
510106198111080530,模拟用户530,832,0,0,0,271530,0,0,4,
510106199404010531,模拟用户531,367,3,4,4,14260,0,0,3,
510106197003160532,模拟用户532,885,2,7,3,476182,0,0,1,
510106198305160533,模拟用户533,791,3,8,0,302146,0,0,1,
510106197409260534,模拟用户534,687,0,0,0,301041,0,0,3,
510106199702180535,模拟用户535,751,3,8,6,269482,0,0,3,
510106197509010536,模拟用户536,840,1,1,7,383426,0,0,3,
510106199409210537,模拟用户537,441,3,8,4,241504,0,0,3,
510106198209110538,模拟用户538,624,0,0,4,113694,1,1,1,
510106197302060539,模拟用户539,373,0,0,0,361858,0,0,1,
510106197306190540,模拟用户540,547,1,6,6,147522,0,0,2,
510106197502180541,模拟用户541,611,2,7,1,343136,0,0,4,
510106198209230542,模拟用户542,420,0,5,3,239073,0,0,3,
510106198811010543,模拟用户543,460,3,4,0,59155,0,0,3,
510106199306070544,模拟用户544,361,2,2,2,323595,1,1,4,
510106199405150545,模拟用户545,405,1,6,2,427479,0,0,2,
510106197012260546,模拟用户546,756,0,5,1,101999,0,0,2,
510106197605190547,模拟用户547,811,0,5,1,289151,0,0,1,
510106199809010548,模拟用户548,557,3,4,2,261139,0,0,2,
510106200101030549,模拟用户549,785,1,6,6,340354,0,0,4,
510106199511030550,模拟用户550,720,2,2,6,407962,0,0,4,
510106197710020551,模拟用户551,336,0,0,2,295966,0,0,4,
510106197803210552,模拟用户552,641,3,8,2,439923,0,0,2,
510106199508160553,模拟用户553,726,0,5,1,82016,0,0,1,
510106197106280554,模拟用户554,307,3,8,6,316448,0,0,3,
510106199810250555,模拟用户555,638,2,2,6,262530,0,0,3,
510106198105020556,模拟用户556,394,2,2,4,484497,0,0,4,
510106198412040557,模拟用户557,736,1,6,2,433813,0,0,4,garbage
510106198411160558,模拟用户558,644,0,0,6,288516,0,0,1,
510106199206140559,模拟用户559,739,3,4,2,20968,0,0,3,
510106199007110560,模拟用户560,355,3,3,3,329794,0,0,3,
510106198505280561,模拟用户561,865,3,3,1,456524,0,0,1,
510106198409040562,模拟用户562,860,3,3,1,47361,0,0,2,
510106198003150563,模拟用户563,764,2,7,3,277876,0,0,3,
510106197305130564,模拟用户564,368,2,7,7,339205,0,0,2,
510106199103020565,模拟用户565,506,3,3,1,209,0,0,3,garbage
510106198304160566,模拟用户566,376,0,0,6,267751,0,0,3,
510106199612030567,模拟用户567,841,3,8,5,138570,0,0,4,
510106197710040568,模拟用户568,446,3,3,5,348302,0,0,1,
510106199902020569,模拟用户569,780,3,8,1,434848,0,0,3,
510106198204260570,模拟用户570,638,2,7,7,116189,0,0,2,
510106199411070571,模拟用户571,464,3,8,1,291909,0,0,1,
510106200012100572,模拟用户572,318,1,1,3,73631,0,0,4,
510106198207240573,模拟用户573,886,1,6,4,177586,0,0,4,
510106198904220574,模拟用户574,635,1,6,6,282068,0,0,4,
510106197606010575,模拟用户575,784,3,4,6,307422,0,0,1,
510106198207220576,模拟用户576,791,2,2,0,78784,0,0,4,
510106199006280577,模拟用户577,716,3,8,1,309717,0,0,4,
510106197810090578,模拟用户578,487,3,8,2,287248,0,0,1,
510106198410240579,模拟用户579,840,0,0,4,369436,0,0,2,
510106197708160580,模拟用户580,440,3,3,7,111301,0,0,4,
510106199511050581,模拟用户581,510,2,7,5,425212,0,0,1,
510106197302240582,模拟用户582,814,3,8,7,188392,0,0,3,
510106198804280583,模拟用户583,780,3,4,2,93608,0,0,1,garbage
510106197909180584,模拟用户584,647,2,7,3,180378,0,0,1,
510106198804100585,模拟用户585,524,3,3,7,356382,0,0,1,garbage
510106200207180586,模拟用户586,406,3,8,5,398049,0,0,1,
510106197401030587,模拟用户587,846,3,8,4,109688,0,0,4,
510106200301230588,模拟用户588,801,3,3,3,357054,0,1,2,
510106199001220589,模拟用户589,617,1,6,4,54796,0,0,3,
510106198403280590,模拟用户590,690,3,3,3,31017,0,0,4,
510106197611100591,模拟用户591,533,3,3,1,304359,0,0,2,
510106197809250592,模拟用户592,727,0,5,1,66267,0,0,4,
510106197103070593,模拟用户593,563,1,1,5,499752,0,0,3,
510106199002030594,模拟用户594,303,0,0,6,412549,0,0,1,
510106198007240595,模拟用户595,842,1,6,2,371087,0,0,4,
510106198804260596,模拟用户596,462,1,1,3,55797,0,0,2,
510106200107130597,模拟用户597,832,2,2,4,498665,0,0,3,garbage
510106200204030598,模拟用户598,899,1,1,7,219739,0,0,3,
510106197808010599,模拟用户599,860,3,4,0,210774,0,1,3,
510106197509070600,模拟用户600,350,2,2,6,177218,0,0,3,
510106197301280601,模拟用户601,441,3,4,6,165334,0,0,1,
510106197112050602,模拟用户602,504,0,5,3,74191,0,0,2,
510106199605080603,模拟用户603,796,3,3,7,285356,0,0,3,garbage
510106197702030604,模拟用户604,762,0,5,7,418434,0,0,4,
510106197206060605,模拟用户605,489,2,7,3,489180,0,0,4,
510106197107120606,模拟用户606,809,1,6,0,345753,0,0,1,garbage
510106197106170607,模拟用户607,598,2,7,3,411512,0,0,1,
510106200402230608,模拟用户608,520,1,1,1,301466,1,1,1,
510106199904080609,模拟用户609,563,1,1,3,393876,0,0,1,
510106199112260610,模拟用户610,635,1,6,6,140118,0,0,2,
510106197409230611,模拟用户611,520,3,8,4,102391,0,0,4,
510106198510250612,模拟用户612,387,0,5,3,225784,0,0,3,
510106198512170613,模拟用户613,499,0,5,3,219678,0,0,2,
510106198512080614,模拟用户614,715,1,1,1,448540,0,0,2,
510106198903160615,模拟用户615,424,3,3,7,285509,0,1,2,
510106199907280616,模拟用户616,832,1,6,6,39767,0,0,3,
510106197404080617,模拟用户617,413,3,4,6,392690,0,0,3,
510106197009210618,模拟用户618,887,0,5,3,492280,0,0,3,
510106198906220619,模拟用户619,435,1,1,1,245720,1,1,4,
510106198708070620,模拟用户620,474,3,8,0,330724,0,0,3,
510106200101210621,模拟用户621,639,1,1,3,181601,0,0,2,
510106198512060622,模拟用户622,341,0,0,4,65018,0,0,4,
510106200304010623,模拟用户623,859,3,4,0,12150,0,0,2,
510106199202130624,模拟用户624,520,3,8,0,334154,0,0,1,
510106197109210625,模拟用户625,631,3,8,4,219882,0,0,3,
510106197111250626,模拟用户626,544,2,7,1,324601,0,0,2,
510106197801110627,模拟用户627,365,3,8,5,106898,0,0,3,
510106197204230628,模拟用户628,338,2,7,5,401176,0,0,4,
510106199504180629,模拟用户629,503,0,5,1,341508,0,0,1,
510106197503220630,模拟用户630,392,3,8,5,161929,0,0,2,
510106198406280631,模拟用户631,677,2,2,0,210359,0,0,3,
510106198101100632,模拟用户632,859,1,6,2,420531,0,0,2,
510106198703240633,模拟用户633,772,2,7,7,391342,0,0,3,garbage
510106199906030634,模拟用户634,879,3,8,5,168217,0,0,4,
510106198507200635,模拟用户635,307,0,0,2,371178,0,0,3,
510106198309150636,模拟用户636,392,1,1,7,488247,0,0,1,
510106199003020637,模拟用户637,615,2,2,0,25905,0,0,1,
510106199602030638,模拟用户638,715,3,8,0,413450,0,0,2,
510106198704180639,模拟用户639,645,1,6,4,278846,0,0,4,garbage
510106197909020640,模拟用户640,379,3,4,4,158731,0,0,4,
510106199406010641,模拟用户641,567,3,8,7,79164,0,0,1,
510106200001140642,模拟用户642,773,3,3,1,197865,0,0,3,
510106198506140643,模拟用户643,448,0,5,7,137980,0,0,2,
510106197203090644,模拟用户644,526,2,2,4,411249,0,0,2,
510106197509130645,模拟用户645,592,3,8,3,294786,0,0,4,
510106200308210646,模拟用户646,719,0,5,5,457519,0,0,1,
510106200304250647,模拟用户647,867,3,8,0,70283,0,0,3,
510106198404130648,模拟用户648,532,0,0,0,292021,0,0,1,
510106198112130649,模拟用户649,629,3,8,3,354398,0,0,2,garbage
510106200004180650,模拟用户650,318,2,2,4,115313,0,0,1,
510106199812060651,模拟用户651,554,2,2,0,280083,0,0,1,
510106200111020652,模拟用户652,439,0,0,2,335740,0,0,1,
510106199203190653,模拟用户653,489,3,3,5,273412,0,0,2,
510106197403020654,模拟用户654,714,1,6,2,24918,0,0,1,
510106197909020655,模拟用户655,421,3,4,4,290690,0,0,4,
510106198002240656,模拟用户656,681,0,5,7,354824,0,0,4,garbage
510106198409230657,模拟用户657,339,1,6,0,453181,0,0,1,
510106198809030658,模拟用户658,810,3,8,6,291799,0,0,1,
510106199009280659,模拟用户659,763,3,8,2,235892,0,0,4,
510106197612010660,模拟用户660,697,3,3,7,94024,0,1,2,
510106197304070661,模拟用户661,480,0,0,2,381784,0,0,4,
510106198605070662,模拟用户662,781,3,8,5,381864,0,0,2,
510106199804040663,模拟用户663,607,1,6,4,219601,0,0,2,
510106200407270664,模拟用户664,371,3,3,1,20044,0,0,1,garbage
510106199706140665,模拟用户665,491,1,1,1,463026,1,1,3,
510106197605220666,模拟用户666,411,0,5,5,31589,0,0,4,
510106197407020667,模拟用户667,469,1,1,5,412028,0,0,4,
510106199605220668,模拟用户668,864,3,3,7,331301,0,0,4,
510106198405100669,模拟用户669,607,3,3,1,19199,0,0,4,
510106199210240670,模拟用户670,325,3,4,0,488633,0,0,1,
510106197401130671,模拟用户671,310,2,7,3,44440,0,0,1,
510106199010180672,模拟用户672,774,0,0,6,159950,0,0,4,
510106199005180673,模拟用户673,343,1,6,4,406669,0,0,4,
510106200104170674,模拟用户674,476,1,1,7,179340,0,0,1,
510106200401280675,模拟用户675,307,3,3,1,428583,0,0,3,
510106198005200676,模拟用户676,530,2,7,7,39759,0,0,4,
510106199504020677,模拟用户677,703,2,2,2,331356,1,1,1,garbage
510106198708030678,模拟用户678,769,1,6,4,344087,0,0,1,
510106199804060679,模拟用户679,788,3,3,5,2419,0,0,1,garbage
510106199010130680,模拟用户680,367,2,7,3,62112,0,0,4,
510106198608090681,模拟用户681,763,1,6,2,191196,0,0,1,
510106197002280682,模拟用户682,707,3,8,4,180786,0,0,2,
510106199801100683,模拟用户683,859,1,1,1,351057,0,0,1,
510106199012110684,模拟用户684,418,3,8,4,62085,0,0,4,
510106200308270685,模拟用户685,832,3,8,4,46104,0,0,1,
510106199108170686,模拟用户686,853,3,4,2,480579,0,0,1,
510106198401280687,模拟用户687,785,1,1,1,455911,0,0,4,
510106199208130688,模拟用户688,727,3,4,6,466196,0,0,2,
510106198805120689,模拟用户689,392,3,8,0,327731,0,0,4,
510106197007050690,模拟用户690,559,3,3,1,175050,0,0,2,
510106197708250691,模拟用户691,541,2,7,3,285428,0,0,4,
510106199211010692,模拟用户692,430,3,8,3,393471,0,0,3,
510106199303240693,模拟用户693,314,3,3,7,56731,0,0,3,
510106198605200694,模拟用户694,700,1,6,6,471426,0,0,3,
510106199008260695,模拟用户695,516,3,8,5,223098,0,0,4,
510106200004110696,模拟用户696,613,2,7,5,267847,0,0,1,
510106198403070697,模拟用户697,359,3,8,7,456120,0,0,4,
510106199703110698,模拟用户698,388,1,1,7,59622,0,0,2,
510106197405220699,模拟用户699,427,3,3,3,175231,0,0,3,
510106200108100700,模拟用户700,632,3,8,5,87052,0,0,4,garbage
510106200112170701,模拟用户701,300,0,0,6,488075,0,0,2,
510106200008080702,模拟用户702,552,0,5,7,190326,0,0,2,garbage
510106199409020703,模拟用户703,574,1,6,2,221171,0,0,3,
510106198402030704,模拟用户704,386,3,8,7,264237,0,0,3,
510106197309090705,模拟用户705,878,2,7,7,274383,0,0,4,
510106199410230706,模拟用户706,319,2,7,7,355247,0,0,3,
510106197905040707,模拟用户707,400,1,1,1,330080,0,0,4,
510106198111080708,模拟用户708,373,3,8,5,441433,0,0,4,
510106197106130709,模拟用户709,532,2,7,3,441343,0,0,4,garbage
510106200112020710,模拟用户710,634,3,8,6,300455,0,0,2,
510106198010150711,模拟用户711,844,0,0,6,210084,0,0,1,
510106198608180712,模拟用户712,585,0,0,2,245259,0,0,4,
510106197809080713,模拟用户713,312,2,7,3,27209,0,0,3,
510106198312260714,模拟用户714,819,2,2,2,181026,0,0,2,
510106199402220715,模拟用户715,804,1,6,2,341954,0,0,3,
510106199904210716,模拟用户716,801,1,1,5,272667,0,0,4,
510106200103140717,模拟用户717,708,3,4,0,341926,0,1,4,
510106199003260718,模拟用户718,704,2,7,3,455244,0,0,3,
510106200107070719,模拟用户719,870,3,8,1,145931,0,0,2,
510106198109150720,模拟用户720,531,3,8,7,394461,0,0,1,
510106198705130721,模拟用户721,718,3,8,2,385887,0,0,4,
510106199008140722,模拟用户722,555,0,0,0,456303,0,0,2,
510106197607120723,模拟用户723,520,3,8,1,367847,0,0,2,
510106200111220724,模拟用户724,313,3,3,1,446247,0,0,3,
510106199111250725,模拟用户725,377,3,8,7,448032,0,0,4,
510106199112130726,模拟用户726,722,1,1,1,415813,0,0,2,
510106198702210727,模拟用户727,587,0,5,5,120288,0,0,3,
510106198404270728,模拟用户728,682,2,2,4,358220,0,0,1,
510106200003230729,模拟用户729,717,3,4,2,109249,0,0,2,garbage
510106199312130730,模拟用户730,331,2,2,4,300068,0,0,1,garbage
510106199111050731,模拟用户731,761,2,7,5,121764,0,0,2,
510106200208030732,模拟用户732,345,3,8,6,262701,0,0,4,
510106198807070733,模拟用户733,456,3,3,1,456610,0,0,3,
510106199405150734,模拟用户734,614,0,5,3,133726,0,0,1,
510106197710260735,模拟用户735,315,3,4,4,303479,0,0,3,
510106198508010736,模拟用户736,495,3,4,2,8798,0,0,1,
510106197403010737,模拟用户737,898,3,8,2,457291,0,0,3,
510106197308030738,模拟用户738,670,2,7,5,273949,0,0,2,
510106200110020739,模拟用户739,659,3,8,7,357509,0,0,1,garbage
510106199410210740,模拟用户740,540,3,8,6,401135,0,0,4,
510106199611020741,模拟用户741,386,0,0,6,216854,0,0,4,
510106198209200742,模拟用户742,874,0,5,1,312499,0,0,4,
510106199110260743,模拟用户743,762,3,8,7,186168,0,0,4,
510106198101140744,模拟用户744,432,0,5,7,235603,0,0,3,
510106198309020745,模拟用户745,465,3,8,0,486625,0,0,2,
510106198911160746,模拟用户746,826,3,8,0,108138,0,0,1,
510106200007060747,模拟用户747,795,0,5,1,428906,0,0,3,
510106198805260748,模拟用户748,831,1,6,0,45667,0,0,4,
510106197304200749,模拟用户749,885,2,2,6,412539,0,0,1,
510106197908220750,模拟用户750,875,2,2,4,276379,0,0,1,
510106200410050751,模拟用户751,357,0,0,2,394830,0,0,2,
510106199006080752,模拟用户752,796,3,3,1,424904,0,0,2,
510106199010060753,模拟用户753,868,0,0,2,124288,0,0,1,
510106197312250754,模拟用户754,350,2,2,4,280027,0,0,2,
510106198901230755,模拟用户755,361,1,1,3,80636,0,0,2,
510106197604140756,模拟用户756,616,3,4,4,326380,0,0,2,garbage
510106197208050757,模拟用户757,563,3,8,6,111889,0,0,3,
510106198510230758,模拟用户758,775,0,0,2,53281,0,0,3,
510106197308240759,模拟用户759,467,1,1,1,139344,0,0,3,
510106200302190760,模拟用户760,352,1,1,3,248399,0,0,2,
510106200012280761,模拟用户761,508,2,7,3,316842,0,0,3,
510106198801140762,模拟用户762,450,2,7,3,194188,0,0,2,
510106198806240763,模拟用户763,688,3,3,3,53365,0,0,1,
510106198110060764,模拟用户764,576,2,7,7,68247,0,0,4,
510106200004190765,模拟用户765,449,3,8,1,479351,0,0,3,
510106199907170766,模拟用户766,813,1,1,1,314944,1,1,4,
510106200202200767,模拟用户767,567,3,8,2,412610,0,0,2,
510106199711150768,模拟用户768,866,1,6,2,397057,0,0,1,garbage
510106198009280769,模拟用户769,437,1,1,5,377591,0,0,4,
510106200201060770,模拟用户770,729,3,4,2,264603,0,0,2,garbage
510106197304160771,模拟用户771,501,2,7,7,397892,0,0,2,
510106199606150772,模拟用户772,745,2,2,0,72828,0,0,2,
510106198312110773,模拟用户773,652,0,0,0,409579,1,1,1,
510106197810160774,模拟用户774,461,3,3,7,485777,0,1,4,
510106197409200775,模拟用户775,764,3,3,1,383040,0,0,1,
510106197902030776,模拟用户776,790,3,8,5,177171,0,0,3,
510106198211170777,模拟用户777,814,2,7,7,206238,0,0,4,
510106199906130778,模拟用户778,419,2,2,0,226884,0,0,4,
510106197501270779,模拟用户779,821,1,6,4,261757,0,0,2,
510106198810030780,模拟用户780,885,1,1,3,216461,0,0,1,
510106199503050781,模拟用户781,878,3,8,0,47842,0,0,1,
510106199805200782,模拟用户782,654,0,0,0,304751,1,1,2,
510106199010050783,模拟用户783,727,3,3,5,301251,0,0,2,
510106197510040784,模拟用户784,310,1,1,1,459482,0,0,3,garbage
510106200401240785,模拟用户785,475,0,0,0,137687,0,0,3,
510106197509220786,模拟用户786,312,1,1,5,301614,0,0,2,
510106200004240787,模拟用户787,646,2,7,5,482939,0,0,3,
510106199404210788,模拟用户788,849,3,4,6,335576,0,0,1,
510106199908120789,模拟用户789,419,3,4,4,231946,0,0,2,
510106199906280790,模拟用户790,368,3,4,2,312141,0,0,4,
510106197603230791,模拟用户791,648,1,1,1,16740,0,0,4,
510106199708100792,模拟用户792,853,3,3,3,259820,0,0,3,garbage
510106198506100793,模拟用户793,808,0,0,4,102466,0,0,1,
510106199406120794,模拟用户794,883,1,6,6,244413,0,0,1,
510106197804240795,模拟用户795,592,2,7,3,317952,0,0,1,
510106198902260796,模拟用户796,307,3,4,6,205338,0,0,4,garbage
510106199004180797,模拟用户797,518,3,3,1,318415,0,0,2,
510106200211070798,模拟用户798,602,1,1,3,370522,0,0,4,
510106197502240799,模拟用户799,369,0,5,3,141879,0,0,3,
510106198004240800,模拟用户800,774,3,4,0,327736,0,0,4,
510106198407210801,模拟用户801,866,3,8,7,173620,0,0,4,
510106199512240802,模拟用户802,324,2,7,7,104087,0,0,2,
510106198309050803,模拟用户803,405,2,2,6,24102,0,0,1,
510106199002050804,模拟用户804,342,3,3,1,67546,0,0,1,
510106197207260805,模拟用户805,802,2,2,6,73414,0,0,4,
510106199301190806,模拟用户806,512,2,2,2,386910,0,0,2,
510106199405120807,模拟用户807,815,1,6,6,467119,0,0,3,
510106200202210808,模拟用户808,732,3,8,6,46996,0,0,4,
510106197310250809,模拟用户809,319,2,7,7,183273,0,0,3,
510106197606230810,模拟用户810,657,0,5,5,384838,0,0,3,garbage
510106200201240811,模拟用户811,324,3,4,0,21050,0,0,4,
510106200312260812,模拟用户812,743,3,8,0,392248,0,0,4,
510106199101170813,模拟用户813,603,2,2,2,485301,0,0,4,garbage
510106200306140814,模拟用户814,312,3,8,5,45215,0,0,4,
510106197502010815,模拟用户815,467,2,2,6,419855,0,0,4,
510106197905050816,模拟用户816,320,1,6,6,272672,0,0,4,
510106197106160817,模拟用户817,431,1,6,4,466973,0,0,1,
510106197110020818,模拟用户818,883,2,2,0,439525,0,0,3,
510106198503070819,模拟用户819,637,0,0,4,416706,1,1,1,
510106199112240820,模拟用户820,666,3,3,1,160966,0,0,4,
510106197903190821,模拟用户821,880,1,1,1,418810,0,0,2,
510106200107210822,模拟用户822,893,2,7,1,290669,0,0,2,
510106198910040823,模拟用户823,876,0,5,7,131940,0,0,3,
510106199108080824,模拟用户824,508,3,8,4,320009,0,0,4,
510106199006200825,模拟用户825,858,1,1,7,276469,0,0,4,garbage
510106199711090826,模拟用户826,868,2,2,0,328761,0,0,3,
510106199710170827,模拟用户827,628,1,1,3,145711,0,0,3,
510106197109240828,模拟用户828,553,3,4,6,263358,0,0,2,
510106197208120829,模拟用户829,830,0,5,3,235994,0,0,2,
510106200210200830,模拟用户830,725,1,1,7,299140,0,0,4,
510106200406070831,模拟用户831,567,3,8,3,279275,0,0,4,
510106199209270832,模拟用户832,570,1,6,2,427530,0,0,4,
510106198805190833,模拟用户833,445,0,0,0,133858,0,0,3,
510106198008120834,模拟用户834,829,3,3,1,91707,0,0,2,
510106197908240835,模拟用户835,373,0,5,3,220421,0,0,3,
510106199709040836,模拟用户836,675,3,3,3,158795,0,0,1,
510106199008230837,模拟用户837,360,3,8,4,299854,0,0,2,
510106197808180838,模拟用户838,668,2,7,3,375579,0,0,2,
510106198906120839,模拟用户839,361,2,7,5,90744,0,0,2,
510106197107160840,模拟用户840,824,0,5,7,81311,0,0,2,
510106197203270841,模拟用户841,472,1,1,1,409663,1,1,3,
510106200212010842,模拟用户842,752,1,6,2,394956,0,0,3,
510106197705280843,模拟用户843,595,3,4,4,350891,0,0,3,
510106197306140844,模拟用户844,328,3,4,0,409508,0,0,2,
510106198809120845,模拟用户845,579,3,8,7,4841,0,0,3,
510106198007160846,模拟用户846,372,3,8,6,425466,0,0,1,
510106197007210847,模拟用户847,390,0,5,5,252508,0,0,3,
510106199002040848,模拟用户848,527,1,1,5,237230,0,0,2,
510106199706260849,模拟用户849,804,3,4,6,466956,0,0,4,
510106200011230850,模拟用户850,540,3,3,5,132290,0,0,3,
510106199605250851,模拟用户851,794,0,0,0,167284,0,0,3,garbage
510106197201040852,模拟用户852,537,1,6,6,430652,0,0,2,
510106199404020853,模拟用户853,477,3,8,5,37170,0,0,3,
510106199505030854,模拟用户854,677,2,2,0,50151,0,0,4,
510106199709200855,模拟用户855,302,1,6,4,167813,0,0,3,
510106197503280856,模拟用户856,686,0,5,1,77123,0,0,1,
510106198002150857,模拟用户857,633,3,4,0,463179,0,0,3,
