sk_id_curr,id_card,area_code,birth_year,age,days_birth,days_employed,employment_years,AMT_INCOME_TOTAL,credit_query_week,credit_query_month,phone_change_days,active_loans_count,ext_source_2,ext_source_3,has_car,gender_male,married,own_realty,employment_stable,credit_income_ratio,cc_utilization,loan_overdue_max_6m,occupation_type,education,has_default_history,prev_refused_count
202539,110112198803090159,110112,1988,39,-14189,-745,2.0,90000.0,0,0,736,2,0.3309,0.3606,0,0,1,1,1,2.528,0,13,Laborers,高中及以下,0,0
102130,110112198108120160,110112,1981,46,-16672,-5081,13.9,157500.0,0,1,272,1,0.4934,0.7408,0,0,1,1,1,7.1429,1,16,Sales staff,高中及以下,0,0
225948,110112199501070161,110112,1995,31,-11464,-155,0.4,180000.0,0,0,0,3,0.1543,0.3031,1,1,1,0,0,7.1575,0,27,Managers,高中及以下,0,0
233491,110112199010080162,110112,1990,36,-13215,-3610,9.9,202500.0,0,3,1853,10,0.6785,0.0976,0,1,0,1,1,5.5556,1,15,Drivers,高中及以下,0,4
121336,110112199102270163,110112,1991,36,-13062,-617,1.7,184500.0,0,0,445,5,0.5374,0.3656,0,1,1,1,1,6.9829,0,5,Laborers,高中及以下,0,0
226212,110112200304020164,110112,2003,23,-8431,-1241,3.4,180000.0,0,0,297,3,0.5584,0.4436,1,1,1,1,1,4.1955,0,8,未知,本科,0,0
199472,110112199906180165,110112,1999,27,-9894,-1684,4.6,157500.0,0,0,3,3,0.4125,0.4347,1,0,1,1,1,1.4286,0,12,Managers,高中及以下,0,1
239071,110112198609030166,110112,1986,40,-14655,-1736,4.8,225000.0,0,2,0,1,0.2752,0.4066,1,0,1,1,1,8.9504,0,28,Managers,本科,0,0
149345,110112198611220167,110112,1986,40,-14767,-646,1.8,157500.0,0,0,509,2,0.6072,0.0,0,0,1,1,1,4.5714,0,13,Laborers,高中及以下,0,0
218741,110112199609250168,110112,1996,31,-11203,-3678,10.1,112500.0,0,0,62,3,0.3864,0.4084,1,0,1,0,1,2.4448,1,44,未知,高中及以下,1,1
162852,110112199008250169,110112,1990,36,-13204,-1762,4.8,135000.0,0,0,0,0,0.3231,0.6178,1,0,1,0,1,4.0,0,1,Cooking staff,高中及以下,0,0
120775,110112198004140170,110112,1980,46,-16871,-1124,3.1,157500.0,0,1,1574,3,0.6099,0.5137,0,0,1,1,1,9.4799,0,15,Laborers,高中及以下,0,0
154257,110112198506280171,110112,1985,42,-15240,-5575,15.3,225000.0,0,0,446,0,0.6152,0.0,0,1,1,0,1,4.1848,0,11,Laborers,本科,0,0
180494,110112198502020172,110112,1985,41,-15090,-5487,15.0,270000.0,0,0,469,4,0.5438,0.3108,0,0,1,0,1,5.6126,0,319,Medicine staff,本科,0,0
129363,110112199202110173,110112,1992,34,-12430,-2361,6.5,112500.0,0,0,2024,4,0.6097,0.275,0,0,1,0,1,5.056,0,54,未知,高中及以下,0,2
184005,110112197910160174,110112,1979,47,-17202,-447,1.2,67500.0,0,3,1667,1,0.6632,0.4418,0,0,1,1,1,3.5653,0,11,Accountants,本科,0,3
100587,110112197707260175,110112,1977,49,-17999,-750,2.1,90000.0,0,0,433,1,0.6212,0.3723,1,0,0,1,1,1.3018,1,19,Cleaning staff,高中及以下,0,0
233733,110112197505120176,110112,1975,52,-18842,-221,0.6,262800.0,0,0,1521,5,0.582,0.3706,0,1,1,1,0,6.7243,0,53,Security staff,高中及以下,0,0
233288,110112197202090177,110112,1972,54,-19844,-6506,17.8,90000.0,0,0,18,3,0.5509,0.3723,0,0,1,0,1,4.6136,0,1,Laborers,高中及以下,0,0
148708,110112199009260178,110112,1990,36,-13147,-1107,3.0,360000.0,0,0,899,2,0.5982,0.254,0,1,1,1,1,3.3155,0,10,Drivers,高中及以下,0,0
192663,110112196401150179,110112,1964,62,-22805,-12604,34.5,225000.0,0,0,170,3,0.1402,0.6195,0,0,1,1,1,2.8,0,46,Managers,本科,0,1
241093,110112197012140180,110112,1970,57,-20678,-6324,17.3,112500.0,0,0,0,0,0.2017,0.8277,0,1,1,0,1,6.0,0,22,未知,高中及以下,0,0
133197,110112198805090181,110112,1988,39,-14164,-896,2.5,90000.0,0,0,0,2,0.5823,0.4669,0,0,1,0,1,3.75,0,28,Cooking staff,高中及以下,0,0
193969,110112199110130182,110112,1991,36,-13023,-407,1.1,180000.0,1,0,688,1,0.2884,0.7338,1,0,1,1,1,1.0,0,29,Sales staff,高中及以下,0,0
119822,110112199308150183,110112,1993,34,-12390,-333,0.9,225000.0,0,1,177,6,0.0046,0.2128,1,1,1,1,0,1.2,0,24,Managers,高中及以下,1,6
215848,110112198606150184,110112,1986,41,-14842,-3327,9.1,90000.0,0,0,1561,2,0.6284,0.4651,0,0,1,1,1,7.2,0,17,Medicine staff,高中及以下,0,0
155166,110112198706190185,110112,1987,39,-14319,-2817,7.7,225000.0,0,1,2264,1,0.5916,0.5744,0,1,1,0,1,2.0,0,6,未知,高中及以下,0,2
218383,110112198505190186,110112,1985,42,-15207,-2102,5.8,202500.0,0,0,446,4,0.653,0.5101,1,1,1,1,1,6.3622,0,8,Drivers,高中及以下,0,0
193967,110112198911200187,110112,1989,37,-13582,-3472,9.5,202500.0,0,0,2479,3,0.7148,0.5137,0,0,1,1,1,3.5973,0,49,Sales staff,高中及以下,0,3
212780,110112199104160188,110112,1991,36,-13125,-132,0.4,130500.0,0,0,308,0,0.2116,0.0,0,0,0,0,0,3.4483,0,17,Waiters/barmen staff,高中及以下,1,0
136894,110112198708160189,110112,1987,39,-14288,-7293,20.0,98100.0,0,0,0,6,0.3861,0.1975,0,0,1,0,1,3.1883,0,35,Core staff,高中及以下,0,0
128354,110112198006120190,110112,1980,46,-16852,-4170,11.4,180000.0,0,1,358,0,0.5635,0.7338,0,0,1,1,1,1.6584,1,37,Sales staff,高中及以下,0,2
169109,110112196309090191,110112,1963,63,-23123,-8552,23.4,202500.0,0,0,2320,2,0.5675,0.5496,0,0,1,1,1,5.5598,1,67,Laborers,高中及以下,0,1
241205,110112199109230192,110112,1991,36,-12988,-268,0.7,72000.0,0,0,442,1,0.4642,0.1385,1,0,1,1,0,7.0624,0,11,Laborers,高中及以下,0,0
129980,110112199903250193,110112,1999,27,-9871,-2212,6.1,112500.0,0,0,2432,5,0.6116,0.317,0,0,1,0,1,1.4662,1,66,Sales staff,高中及以下,0,0
199912,110112200004060194,110112,2000,26,-9594,-1583,4.3,112500.0,0,0,1261,1,0.6872,0.1237,0,0,1,0,1,2.6534,1,25,Sales staff,高中及以下,0,0
198246,110112199707060195,110112,1997,30,-10882,-315,0.9,67500.0,0,0,533,0,0.265,0.0,0,0,1,1,0,1.9544,1,42,Cleaning staff,高中及以下,0,1
100101,110112197707100196,110112,1977,50,-18138,-969,2.7,202500.0,0,0,1585,0,0.7162,0.0,1,0,1,1,1,1.6957,1,21,High skill tech staff,本科,0,0
210937,110112199105270197,110112,1991,35,-12809,-1021,2.8,202500.0,0,0,4,0,0.5628,0.7136,1,0,0,0,1,3.0,0,1,未知,本科,0,0
159869,110112200209190198,110112,2002,25,-9079,-314,0.9,157005.0,0,0,10,4,0.3762,0.2881,0,1,1,0,0,5.4938,0,1,Laborers,高中及以下,0,0
190439,110112199904030199,110112,1999,27,-9894,-801,2.2,472500.0,0,0,503,0,0.7332,0.0,0,1,1,1,1,0.0952,1,12,Core staff,本科,0,0
103659,110112200401020200,110112,2004,23,-8348,-187,0.5,300379.5,0,0,174,1,0.4223,0.6833,1,0,1,1,0,4.2344,0,7,Sales staff,本科,0,0
120830,110112199104110201,110112,1991,36,-12974,-988,2.7,472500.0,0,0,0,3,0.5925,0.3202,1,1,1,0,1,1.9048,0,1,Managers,本科,0,0
167072,110112197606130202,110112,1976,50,-18429,-2042,5.6,202500.0,0,0,508,1,0.0092,0.0,0,0,1,0,1,1.5511,1,19,Private service staff,高中及以下,0,4
156804,110112199511090203,110112,1995,32,-11628,-2817,7.7,450000.0,0,0,574,0,0.6575,0.0,0,0,1,1,1,2.7028,1,67,Private service staff,高中及以下,0,1
144372,110112197611120204,110112,1976,51,-18437,-4240,11.6,135000.0,0,0,425,2,0.855,0.5744,0,0,1,1,1,5.5217,0,7,未知,高中及以下,0,0
110746,110112199503160205,110112,1995,31,-11353,-362,1.0,157500.0,0,0,0,0,0.4127,0.3062,0,1,1,0,0,4.064,0,11,Laborers,高中及以下,0,1
144632,110112199706090206,110112,1997,29,-10750,-3804,10.4,202500.0,0,0,909,1,0.6964,0.6144,1,1,1,0,1,2.8889,0,68,Laborers,高中及以下,0,0
205121,110112198707200207,110112,1987,40,-14518,-6354,17.4,315000.0,0,0,1601,3,0.4388,0.7224,0,1,1,0,1,3.5763,0,6,Managers,本科,0,0
114610,110112199505050208,110112,1995,31,-11406,-957,2.6,157500.0,0,0,2399,1,0.7311,0.5191,1,0,1,1,1,6.3648,0,28,Sales staff,高中及以下,0,1
115902,110112197406170209,110112,1974,53,-19191,-3653,10.0,90000.0,0,0,484,0,0.3343,0.0,0,0,1,1,1,3.9,0,24,Laborers,高中及以下,0,0
235533,110112198910220210,110112,1989,38,-13697,-4094,11.2,112500.0,0,0,2927,2,0.2777,0.4312,0,0,1,1,1,6.9504,0,11,Medicine staff,高中及以下,0,0
189980,110112197310240211,110112,1973,54,-19562,-9863,27.0,99000.0,0,0,0,2,0.5377,0.4723,0,0,1,0,1,4.4044,0,47,未知,高中及以下,0,0
112833,110112200011080212,110112,2000,27,-9723,-380,1.0,135000.0,0,0,1,1,0.3729,0.359,0,1,1,0,1,3.0725,0,32,未知,高中及以下,0,0
240845,110112199407180213,110112,1994,32,-11805,-383,1.0,180000.0,0,0,622,2,0.5248,0.2837,1,1,1,1,1,1.5,0,33,Sales staff,本科,0,5
198685,110112197911130214,110112,1979,47,-17300,-318,0.9,180000.0,0,0,461,2,0.7168,0.2226,0,0,0,1,0,1.5349,0,13,未知,高中及以下,0,0
123408,110112198011130215,110112,1980,46,-16934,-1567,4.3,81000.0,0,0,126,0,0.2623,0.0,0,0,1,1,1,6.7573,0,51,未知,高中及以下,0,1
123900,110112198703240216,110112,1987,40,-14497,-576,1.6,112500.0,0,1,0,2,0.5804,0.3361,0,0,0,1,1,4.04,1,55,Managers,高中及以下,1,4
222183,110112199707220217,110112,1997,30,-10798,-544,1.5,315000.0,0,1,0,5,0.5649,0.3808,1,1,0,1,1,1.8811,1,37,Core staff,大专,0,3
187999,110112198709040218,110112,1987,40,-14462,-346,0.9,90000.0,0,0,1468,0,0.6792,0.0,1,0,1,1,0,9.282,0,36,Accountants,高中及以下,0,0
201867,110112199812190219,110112,1998,29,-10446,-221,0.6,337500.0,0,0,52,1,0.6461,0.4189,0,0,1,1,0,2.8492,0,7,未知,本科,0,0
130665,110112198506200220,110112,1985,42,-15218,-4323,11.8,90000.0,0,0,0,0,0.6324,0.0,1,0,1,0,1,3.0,0,13,Sales staff,高中及以下,0,0
149001,110112198508100221,110112,1985,42,-15262,-3794,10.4,90000.0,0,0,1749,5,0.4751,0.1206,0,0,1,1,1,1.65,0,72,Laborers,高中及以下,0,3
197732,110112199701150222,110112,1997,30,-10824,-1655,4.5,180000.0,0,0,545,0,0.6848,0.6956,1,1,1,1,1,1.415,0,7,High skill tech staff,本科,0,0
212357,110112199007130223,110112,1990,36,-13277,-4739,13.0,247500.0,0,0,2713,0,0.7127,0.7062,1,0,1,0,1,3.6364,0,53,Laborers,高中及以下,0,1
178296,110112198805040224,110112,1988,39,-14125,-3389,9.3,157500.0,0,1,0,1,0.3297,0.4831,0,0,0,1,1,4.8141,1,37,Laborers,高中及以下,0,0
139306,110112200305280225,110112,2003,23,-8498,-210,0.6,76500.0,0,0,993,3,0.4708,0.5442,0,0,1,1,0,2.6471,0,52,Sales staff,本科,0,0
199899,110112195807130226,110112,1958,68,-24949,-3077,8.4,135000.0,0,0,1353,0,0.5972,0.8128,0,0,0,0,1,1.132,0,25,Managers,本科,0,0
239877,110112198512280227,110112,1985,42,-15208,-6088,16.7,450000.0,0,0,1279,4,0.3615,0.6246,1,1,1,1,1,0.4,0,10,Managers,本科,0,0
235171,110112199802050228,110112,1998,28,-10377,-2105,5.8,108000.0,0,2,536,1,0.7136,0.317,1,1,1,1,1,2.5,0,21,Sales staff,高中及以下,0,0
227748,110112199711150229,110112,1997,29,-10752,-408,1.1,135000.0,0,0,1144,1,0.3601,0.4014,0,0,1,0,1,5.3333,1,24,Core staff,大专,0,0
137310,110112198412280230,110112,1984,43,-15636,-1165,3.2,202500.0,0,0,653,1,0.7464,0.6722,0,0,1,1,1,3.7293,0,21,Cleaning staff,高中及以下,0,0
232068,110112199705210231,110112,1997,29,-10722,-283,0.8,135000.0,0,0,2190,3,0.6301,0.1634,1,1,1,1,0,1.8613,0,26,Laborers,本科,0,3
157576,110112197611220232,110112,1976,51,-18456,-6791,18.6,157500.0,0,0,1883,4,0.3684,0.5173,0,0,1,1,1,2.4286,0,56,Managers,高中及以下,0,0
173785,110112198904230233,110112,1989,37,-13592,-216,0.6,164430.0,0,0,0,0,0.7191,0.7851,0,0,1,1,0,2.8812,0,1,Sales staff,高中及以下,0,1
224386,110112199506240234,110112,1995,32,-11604,-1853,5.1,139500.0,0,0,859,5,0.4657,0.3573,1,0,1,1,1,4.5884,1,19,Core staff,高中及以下,0,0
220351,110112200011180235,110112,2000,27,-9758,-682,1.9,427500.0,0,0,217,0,0.5071,0.0,0,0,1,1,1,1.8291,0,12,未知,本科,0,3
169021,110112199209180236,110112,1992,35,-12706,-2814,7.7,76500.0,0,0,1500,4,0.2973,0.2302,0,0,1,1,1,4.1059,1,59,Core staff,本科,1,3
181141,110112197505050237,110112,1975,52,-18921,-5038,13.8,112500.0,0,0,205,4,0.7153,0.7253,0,0,0,0,1,1.5848,1,27,Laborers,高中及以下,0,1
195826,110112198911130238,110112,1989,38,-13739,-3996,10.9,157500.0,0,0,124,1,0.2991,0.6397,1,1,1,1,1,4.3714,0,49,Laborers,高中及以下,0,0
183604,110112199409190239,110112,1994,33,-11865,-1525,4.2,270000.0,0,0,1522,2,0.4755,0.5191,1,1,0,1,1,3.3333,0,18,Laborers,高中及以下,1,8
122505,110112196802200240,110112,1968,58,-21189,-1686,4.6,135000.0,0,0,1289,1,0.5998,0.4294,1,1,1,1,1,4.5871,1,47,Laborers,高中及以下,0,0
145905,110112198605040241,110112,1986,40,-14673,-694,1.9,180000.0,0,0,460,1,0.7451,0.5047,1,1,1,1,1,3.6683,0,17,Drivers,高中及以下,0,1
141646,110112198402160242,110112,1984,43,-15609,-710,1.9,135000.0,0,0,1114,2,0.3622,0.611,0,1,0,1,1,1.4131,1,50,Laborers,高中及以下,0,5
111881,110112196704030243,110112,1967,60,-21787,-6454,17.7,108855.0,0,0,1775,1,0.511,0.7151,0,0,1,0,1,1.4469,0,41,Core staff,高中及以下,0,1
162475,110112197510060244,110112,1975,51,-18621,-430,1.2,90000.0,0,0,0,0,0.3246,0.8591,0,1,1,0,1,7.329,0,1,Laborers,高中及以下,0,0
103946,110112196701220245,110112,1967,60,-21796,-6556,18.0,166500.0,0,0,1462,1,0.6406,0.7394,1,1,0,1,1,5.3384,0,24,Laborers,高中及以下,0,0
208979,110112197107200246,110112,1971,55,-20192,-13593,37.2,135000.0,0,0,1105,0,0.6891,0.7863,0,0,0,1,1,6.6667,0,24,Laborers,高中及以下,0,0
202664,110112197306110247,110112,1973,54,-19570,-406,1.1,121500.0,0,1,0,0,0.7335,0.7296,0,0,1,1,1,4.0,1,38,Sales staff,高中及以下,0,2
142662,110112197905220248,110112,1979,47,-17220,-3173,8.7,225000.0,0,0,415,0,0.7485,0.8328,0,0,1,1,1,3.4984,0,7,Sales staff,高中及以下,0,0
209005,110112198012030249,110112,1980,47,-17031,-721,2.0,180000.0,0,0,616,1,0.6979,0.0,1,1,1,1,1,6.7945,1,22,Managers,高中及以下,0,0
140926,310000199708250250,310000,1997,29,-10755,-1215,3.3,180000.0,0,0,1749,1,0.7096,0.7136,1,1,1,1,1,12.5,0,18,未知,本科,0,0
101320,310000199903190251,310000,1999,28,-10108,-431,1.2,135000.0,0,1,1893,1,0.5989,0.611,1,0,1,0,1,4.2491,0,9,Managers,高中及以下,0,0
113195,310000198804250252,310000,1988,38,-14015,-2337,6.4,180000.0,0,0,1736,1,0.3345,0.6956,1,1,1,0,1,1.3904,1,47,Laborers,本科,0,2
231435,310000198901250253,310000,1989,38,-13696,-798,2.2,135000.0,0,0,0,0,0.1729,0.0,0,0,0,1,1,5.99,0,17,High skill tech staff,高中及以下,1,0
217215,310000197308180254,310000,1973,54,-19619,-266,0.7,135000.0,0,0,2999,2,0.7315,0.7958,1,1,1,1,0,1.2356,0,11,Managers,高中及以下,0,0
110940,310000199101200255,310000,1991,36,-12961,-318,0.9,180000.0,0,0,203,0,0.6731,0.4294,0,0,0,1,0,2.053,0,11,Private service staff,高中及以下,0,3
142552,310000199710280256,310000,1997,30,-10939,-969,2.7,90000.0,0,0,706,1,0.6624,0.592,0,0,1,0,1,0.5528,2,16,未知,本科,0,0
112527,310000199205010257,310000,1992,34,-12480,-587,1.6,90000.0,0,0,1399,5,0.6828,0.4543,0,0,1,0,1,5.0,0,16,Core staff,本科,0,0
105891,310000198311150258,310000,1983,43,-15718,-4163,11.4,157500.0,1,0,387,1,0.6537,0.8193,1,1,1,0,1,0.8571,0,11,Drivers,本科,0,0
161200,310000199707140259,310000,1997,29,-10704,-1194,3.3,202500.0,0,0,205,0,0.578,0.0,0,0,1,0,1,0.9179,1,12,未知,高中及以下,0,0
113166,310000197311240260,310000,1973,53,-19350,-1444,4.0,450000.0,0,0,2139,0,0.5894,0.0,0,0,0,1,1,2.0138,0,43,Core staff,本科,1,0
195405,310000197511220261,310000,1975,52,-18892,-2732,7.5,360000.0,0,0,1532,3,0.5666,0.7017,1,1,1,0,1,4.5309,1,69,Managers,本科,0,2
144223,310000200101070262,310000,2001,26,-9358,-1600,4.4,90000.0,0,0,469,1,0.6467,0.6007,0,1,1,1,1,4.25,0,11,Core staff,高中及以下,0,0
151635,310000199305080263,310000,1993,34,-12249,-2393,6.6,472500.0,0,0,340,6,0.6494,0.3808,0,1,1,1,1,1.9048,0,1,Managers,本科,0,0
224189,310000200408130264,310000,2004,22,-8110,-302,0.8,90000.0,0,0,412,1,0.5681,0.2636,0,0,1,1,0,2.792,0,13,Accountants,高中及以下,0,0
190085,310000200212250265,310000,2002,25,-9022,-258,0.7,112500.0,0,0,278,1,0.3089,0.5727,0,0,0,1,0,2.792,1,19,Laborers,大专,0,0
139842,310000198303020266,310000,1983,43,-15830,-2469,6.8,225000.0,0,0,0,1,0.5697,0.7267,0,1,1,1,1,4.0,0,1,Drivers,高中及以下,0,0
200141,310000198402260267,310000,1984,42,-15472,-4516,12.4,225000.0,0,3,1442,5,0.6723,0.2314,0,0,0,0,1,0.9584,1,29,Medicine staff,高中及以下,0,0
124669,310000199705190268,310000,1997,30,-10849,-659,1.8,180000.0,0,0,0,2,0.4547,0.7649,1,1,1,0,1,2.0,0,12,Laborers,高中及以下,0,0
234306,310000199401050269,310000,1994,33,-12037,-1165,3.2,270000.0,0,0,1608,2,0.6804,0.5955,1,0,1,1,1,4.8289,0,55,Managers,高中及以下,0,0
206080,310000199910250270,310000,1999,28,-10042,-511,1.4,180000.0,0,0,404,0,0.724,0.0,0,0,0,1,1,3.75,0,13,未知,本科,0,0
207014,310000197708140271,310000,1977,49,-18036,-759,2.1,108000.0,0,0,1125,2,0.7239,0.5709,0,0,1,1,1,7.4875,1,23,Core staff,高中及以下,0,0
187718,310000200008220272,310000,2000,26,-9670,-569,1.6,202500.0,0,1,438,1,0.7155,0.2485,1,0,1,1,1,2.2222,0,19,High skill tech staff,本科,0,1
145128,310000199611070273,310000,1996,30,-11004,-288,0.8,156600.0,0,0,198,1,0.596,0.5762,0,0,0,0,0,1.579,1,1,未知,本科,0,0
187775,310000198605060274,310000,1986,40,-14644,-7145,19.6,193500.0,0,0,2665,1,0.6966,0.4066,0,0,0,1,1,3.9535,1,24,Medicine staff,高中及以下,0,0
175510,310000197905100275,310000,1979,48,-17356,-5733,15.7,90000.0,0,0,956,3,0.582,0.3491,1,1,0,1,1,3.4895,1,31,Laborers,高中及以下,0,0
135446,310000198703200276,310000,1987,40,-14473,-633,1.7,81000.0,0,0,0,0,0.5184,0.0,0,0,1,1,1,2.0753,0,49,未知,高中及以下,0,0
117603,310000199608220277,310000,1996,31,-11239,-1654,4.5,67500.0,0,0,2729,0,0.597,0.0,0,1,1,0,1,4.2133,0,35,Sales staff,高中及以下,0,0
118074,310000199510030278,310000,1995,32,-11617,-717,2.0,315000.0,0,0,522,1,0.7645,0.7077,0,0,1,1,1,3.3823,0,13,Accountants,本科,0,0
222344,310000196411190279,310000,1964,63,-22872,-1084,3.0,202500.0,0,0,1852,2,0.6111,0.5603,0,0,1,1,1,0.8785,0,83,High skill tech staff,高中及以下,0,0
180005,310000199406120280,310000,1994,32,-11784,-2233,6.1,157500.0,0,0,0,3,0.3842,0.2526,0,0,1,1,1,1.035,0,70,Sales staff,高中及以下,0,1
165662,310000200205190281,310000,2002,24,-8916,-101,0.3,157500.0,0,0,0,2,0.4236,0.0,0,0,1,1,0,1.1429,0,22,Core staff,本科,0,0
178576,310000197604120282,310000,1976,51,-18531,-673,1.8,270000.0,0,0,845,4,0.5702,0.3377,0,1,1,0,1,3.3564,0,30,Laborers,高中及以下,0,0
176250,310000198510050283,310000,1985,42,-15316,-1638,4.5,247500.0,0,0,353,0,0.3065,0.0,0,0,0,1,1,1.8092,1,35,未知,本科,1,2
186677,310000196508260284,310000,1965,62,-22594,-1480,4.1,117000.0,0,0,3018,2,0.3542,0.8328,1,1,1,0,1,3.0769,1,24,Security staff,高中及以下,0,0
235349,310000200104120285,310000,2001,25,-9151,-740,2.0,67500.0,0,0,343,0,0.4392,0.0,0,0,1,1,1,4.4224,0,11,Sales staff,高中及以下,0,0
110101,310000198710260286,310000,1987,40,-14454,-771,2.1,112500.0,0,1,1247,3,0.7759,0.5317,0,0,1,0,1,9.584,0,65,未知,本科,0,3
224999,310000199312240287,310000,1993,34,-12389,-795,2.2,135000.0,0,1,1712,1,0.0888,0.4472,1,1,0,1,1,7.0857,1,34,Drivers,高中及以下,0,0
221308,310000197002090288,310000,1970,57,-20776,-754,2.1,29250.0,0,0,484,0,0.5899,0.0,0,1,0,1,1,6.0775,0,11,Security staff,高中及以下,0,0
219967,310000199005110289,310000,1990,37,-13497,-1270,3.5,270000.0,0,0,1019,0,0.3295,0.0,0,1,1,0,1,4.2786,0,32,Drivers,本科,0,0
118339,310000199109240290,310000,1991,36,-13134,-734,2.0,202500.0,0,1,1161,4,0.578,0.2595,0,0,0,0,1,2.6916,0,69,未知,本科,0,6
111255,310000200011220291,310000,2000,27,-9691,-107,0.3,450000.0,0,0,33,6,0.7182,0.2526,0,1,1,1,0,3.0,0,1,High skill tech staff,本科,0,0
174654,310000197711270292,310000,1977,50,-18228,-10498,28.8,157500.0,0,0,2485,0,0.6095,0.7209,0,0,1,1,1,9.4286,0,407,Core staff,高中及以下,0,1
235186,310000198010170293,310000,1980,46,-16892,-153,0.4,180000.0,0,0,1413,4,0.7078,0.4993,0,1,1,1,0,1.6789,1,78,Core staff,本科,0,2
162850,310000197712170294,310000,1977,50,-18230,-4950,13.6,157500.0,0,0,0,2,0.6235,0.7863,1,1,1,1,1,2.6336,1,12,Drivers,高中及以下,0,0
120389,310000198001180295,310000,1980,47,-17081,-3090,8.5,144000.0,1,0,401,2,0.6105,0.4794,0,1,0,1,1,2.271,0,38,Laborers,高中及以下,0,3
146175,310000197111040296,310000,1971,56,-20274,-6054,16.6,225000.0,0,0,2551,0,0.7521,0.0,1,1,1,1,1,1.4748,0,47,Drivers,高中及以下,0,1
135653,310000197701060297,310000,1977,50,-18089,-5536,15.2,135000.0,0,0,0,2,0.5953,0.6659,0,0,1,1,1,9.0593,1,30,High skill tech staff,高中及以下,0,0
135407,310000199007020298,310000,1990,36,-13186,-113,0.3,99000.0,0,0,469,3,0.607,0.4794,0,0,1,1,0,2.3155,0,1,Laborers,高中及以下,0,0
199579,310000199301200299,310000,1993,33,-12124,-1490,4.1,157500.0,0,0,1168,2,0.6678,0.182,1,1,1,1,1,6.8457,0,21,Sales staff,高中及以下,0,3
183261,310000196209080300,310000,1962,64,-23503,-3679,10.1,315000.0,0,0,3553,1,0.7654,0.6801,0,0,1,1,1,4.2143,0,1,未知,本科,0,0
126065,310000197901100301,310000,1979,47,-17256,-5284,14.5,126000.0,0,0,738,1,0.479,0.5442,0,0,1,0,1,3.8928,0,32,Sales staff,高中及以下,0,0
178247,310000199311080302,310000,1993,34,-12250,-256,0.7,112500.0,0,0,705,4,0.5674,0.2392,1,1,1,1,0,2.528,0,13,Drivers,高中及以下,0,1
134160,310000199412190303,310000,1994,33,-11896,-1771,4.9,157500.0,0,0,1215,2,0.319,0.2553,0,0,0,0,1,1.4286,0,21,Laborers,高中及以下,0,1
151647,310000197202260304,310000,1972,55,-20004,-2933,8.0,225000.0,0,0,1867,0,0.6131,0.0,0,0,1,0,1,5.726,0,15,Sales staff,高中及以下,0,0
185864,310000197807190305,310000,1978,48,-17596,-1030,2.8,270000.0,0,0,3,3,0.5012,0.1767,0,0,1,0,1,4.6617,1,24,Laborers,高中及以下,0,0
146390,310000199402120306,310000,1994,32,-11687,-3087,8.5,180000.0,0,0,1967,3,0.6822,0.661,1,0,1,1,1,1.25,0,67,Core staff,高中及以下,0,3
114014,310000199010060307,310000,1990,36,-13253,-112,0.3,135000.0,0,0,238,0,0.1842,0.0,0,0,0,1,0,4.6336,1,12,High skill tech staff,大专,0,2
182260,310000198705010308,310000,1987,39,-14406,-2910,8.0,225000.0,0,0,573,1,0.316,0.5585,0,0,1,1,1,1.132,0,24,Sales staff,高中及以下,0,0
202226,310000198812090309,310000,1988,39,-14213,-5134,14.1,162000.0,0,0,583,0,0.298,0.0,0,0,1,1,1,3.2178,1,44,Core staff,本科,1,2
118252,310000198902140310,310000,1989,38,-13855,-4332,11.9,90000.0,0,0,242,1,0.0496,0.6447,0,0,1,0,1,3.6212,0,15,未知,高中及以下,0,0
109457,310000196012050311,310000,1960,67,-24447,-1831,5.0,121500.0,0,0,1712,1,0.1775,0.0,0,0,1,1,1,2.3407,0,170,Security staff,高中及以下,1,2
221081,310000197610280312,310000,1976,51,-18567,-1272,3.5,202500.0,0,0,1622,3,0.6518,0.7463,0,1,1,0,1,5.1111,1,22,Laborers,高中及以下,0,3
200382,310000199909010313,310000,1999,27,-9998,-2366,6.5,112500.0,0,0,2218,1,0.3353,0.6848,0,0,0,1,1,6.0,0,17,Core staff,高中及以下,0,0
102752,310000198607210314,310000,1986,40,-14601,-7623,20.9,135000.0,0,0,1328,2,0.6022,0.4723,0,0,1,1,1,3.9933,0,7,Core staff,高中及以下,1,0
117394,310000199204150315,310000,1992,35,-12610,-3090,8.5,112500.0,0,0,11,2,0.4173,0.6987,0,0,1,0,1,1.5814,0,30,Sales staff,高中及以下,0,2
239905,310000197611080316,310000,1976,50,-18414,-1567,4.3,202500.0,0,0,2136,5,0.5698,0.3016,0,0,1,1,1,2.2222,0,86,HR staff,本科,0,6
143927,310000197503070317,310000,1975,52,-18959,-7109,19.5,225000.0,0,0,699,2,0.39,0.4776,1,0,1,0,1,3.18,0,16,High skill tech staff,高中及以下,0,1
130979,310000197508120318,310000,1975,52,-18929,-1205,3.3,162000.0,0,0,538,0,0.6749,0.0,0,0,0,1,1,5.8333,1,21,Sales staff,高中及以下,0,0
175389,310000196511050319,310000,1965,61,-22306,-1693,4.6,247500.0,0,0,407,2,0.48,0.4049,0,1,1,1,1,7.2073,1,13,IT staff,本科,0,0
